"","1-m","1-t","10-m","10-t","5-m","5-t","s-m","s-t"
"Cre01.g009765.t1.1.v5.5",0,0.304492153666977,0.222027532348577,0.489048891377127,0,0,0,0
"Cre01.g009800.t1.2.v5.5",0,0,10.6573215527317,12.4707467301167,68.0004012203573,0,50.8331180166913,0
"Cre01.g009850.t1.2.v5.5",0,30.4492153666977,11.9894867468231,8.55835559909972,83.217274220717,2.55811151934025,30.4998708100148,46.5562723953201
"Cre01.g009900.t1.1.v5.5",267.726065599247,0,25.7551937524349,35.863585367656,37.0911279383767,0.852703839780082,0,0
"Cre01.g009950.t1.2.v5.5",0,85.5622951804205,46.4037542608526,47.1117098693299,19.4966185317108,43.4878958287842,0,0
"Cre01.g010000.t1.2.v5.5",0,382.137652852056,90.8092607305679,87.94729229932,9.5105456252248,0,10.1666236033383,11.63906809883
"Cre01.g010050.t1.1.v5.5",0,0.304492153666977,16.8740924584918,14.7529748898767,50.4058918136914,5.11622303868049,0,0
"Cre01.g010100.t1.2.v5.5",174.02194263951,75.2095619557433,98.136169298071,43.11781058975,77.9864741268433,0.852703839780082,0,0
"Cre01.g010150.t1.2.v5.5",9.26744073228162,0.304492153666977,0,1.7931792683828,2.3776364063062,2.55811151934025,10.1666236033383,23.2781361976601
"Cre01.g010201.t1.1.v5.5",0,0,6.6608259704573,9.1289126390397,0,0.852703839780082,0,11.63906809883
"Cre01.g010250.t1.1.v5.5",8.23772509536144,1.52246076833488,7.77096363220019,11.2481245016739,5.70632737513488,0,0,0
"Cre01.g010296.t1.1.v5.5",0,0,0,0.326032594251418,0,0,0,0
"Cre01.g010300.t1.2.v5.5",0,0,9.76921142333738,0.815081485628545,0,0,0,0
"Cre01.g010350.t1.2.v5.5",1.02971563692018,0,6.88285350280588,22.0072001119707,0,0.852703839780082,0,0
"Cre01.g010400.t1.2.v5.5",1.02971563692018,175.996464819513,417.855815880022,593.868370428958,197.819349004676,1.70540767956016,40.666494413353,0
"Cre01.g010450.t1.2.v5.5",148.279051716506,61.8119071943963,55.0628280224471,69.8524833183663,39.9442916259442,112.556906850971,0,0
"Cre01.g010500.t1.2.v5.5",0,0,0,2.85278519969991,18.5455639691884,0,0,0
"Cre01.g010550.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g010550.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g010650.t1.2.v5.5",4.11886254768072,0.608984307333954,34.636295046378,7.49874966778261,16.6434548441434,0,0,0
"Cre01.g010700.t1.2.v5.5",0,0,15.3198997320518,41.3246313213672,17.5945094066659,0,0,0
"Cre01.g010750.t1.2.v5.5",10.2971563692018,119.969908544789,49.5121397137326,73.8463825979462,114.602074783959,0,0,11.63906809883
"Cre01.g010800.t1.1.v5.5",40.158909839887,89.5206931780912,6.21677090576015,8.88438819335114,0,0.852703839780082,0,11.63906809883
"Cre01.g010816.t1.1.v5.5",2.05943127384036,0,17.0961199908404,11.2481245016739,0.47552728126124,72.479826381307,0,0
"Cre01.g010832.t1.1.v5.5",0,0,0,4.97199706233412,0,0,0,0
"Cre01.g010848.t1.1.v5.5",0,0,10.8793490850803,6.11311114221409,22.3497822192783,0,0,0
"Cre01.g010864.t1.1.v5.5",0,0,0,2.60826075401134,0,0,0,0
"Cre01.g010880.t1.1.v5.5",0,0,5.772715841063,4.23842372526843,0,0,0,0
"Cre01.g010900.t1.2.v5.5",3890.26567628444,4980.88264968441,1242.02201595794,1532.67922557592,6018.27327164225,3363.06394409264,1565.66003491409,4143.50824318349
"Cre01.g010950.t1.1.v5.5",0,0.608984307333954,0,3.91239113101702,9.98607290648604,6.82163071824066,20.3332472066765,0
"Cre01.g011000.t1.2.v5.5",13529.4337534942,8413.11820581857,9539.63495488895,6560.18333708134,9844.36577667019,23943.9238210247,29615.3745565243,64689.9404932973
"Cre01.g011050.t1.2.v5.5",0,0,3.99649558227438,17.361235643888,6.65738193765736,0,0,0
"Cre01.g011100.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre01.g011100.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g011150.t1.1.v5.5",0,0,0,0.244524445688563,0,0,0,11.63906809883
"Cre01.g011200.t1.2.v5.5",0,88.6072167170903,8.43704622924592,3.42334223963989,0,0,0,0
"Cre01.g011250.t1.1.v5.5",0,0,0,0.570557039939981,0,0,0,0
"Cre01.g011300.t1.1.v5.5",145.189904805745,21.3144507566884,42.8513137432753,17.5242519410137,31.3848005632418,2.55811151934025,0,0
"Cre01.g011350.t1.2.v5.5",2.05943127384036,100.786902863769,7.54893609985161,7.49874966778261,8.08396378144108,0,0,0
"Cre01.g011376.t1.1.v5.5",2.05943127384036,0,0,1.05960593131711,0,0,0,0
"Cre01.g011400.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g011400.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g011450.t1.1.v5.5",0,1.82695292200186,16.2080098614461,11.6556652444882,14.7413457190984,34.1081535912033,0,0
"Cre01.g011500.t1.2.v5.5",616.799666515188,42.3244093597098,161.858071082113,152.012697069724,128.867893221796,0,0,0
"Cre01.g011550.t1.1.v5.5",0,0.304492153666977,0.222027532348577,1.14111407987996,0,1.70540767956016,0,0
"Cre01.g011600.t1.2.v5.5",96.7932698704969,0,25.0891111553892,22.0887082605336,40.8953461884666,2.55811151934025,91.4996124300443,0
"Cre01.g011630.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g011630.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g011660.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g011660.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g011750.t1.1.v5.5",35.0103316552861,0,21.9807257025091,31.4621453452618,84.1683287832395,5.96892687846058,0,11.63906809883
"Cre01.g011800.t1.1.v5.5",0,0,0.222027532348577,1.46714667413138,0,0.852703839780082,1433.49392807069,0
"Cre01.g011850.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g011850.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g011901.t1.1.v5.5",0,151.637092526155,27.3093864788749,4.15691557670558,26.6295277506294,0,0,58.1953404941501
"Cre01.g011950.t1.1.v5.5",1.02971563692018,0.304492153666977,11.1013766174288,21.6811675177193,13.790291156576,5.96892687846058,10.1666236033383,93.1125447906402
"Cre01.g012000.t1.1.v5.5",10.2971563692018,219.53884279389,11.545431682126,16.4646460096966,19.0210912504496,2.55811151934025,0,11.63906809883
"Cre01.g012050.t1.2.v5.5",0,0,0,0,0,0.852703839780082,0,0
"Cre01.g012100.t1.1.v5.5",0,0,0,0.163016297125709,0,0,0,69.8344085929802
"Cre01.g012126.t1.2.v5.5",0,0,0,0.570557039939981,0,0,0,0
"Cre01.g012126.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g012150.t1.2.v5.5",198.735117925595,3.04492153666977,133.882602006192,94.3864360357855,61.8185465639612,341.081535912033,203.332472066765,0
"Cre01.g012175.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g012200.t1.1.v5.5",0,0,0,0.489048891377127,0,0,0,0
"Cre01.g012200.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g012222.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g012244.t1.2.v5.5",0,0,0,0.896589634191399,0,0,0,0
"Cre01.g012300.t1.1.v5.5",0,42.3244093597098,15.0978721997032,20.5400534378393,73.2312013142309,0,0,0
"Cre01.g012350.t1.2.v5.5",0,21.0099586030214,8.6590737615945,13.448844512871,1.42658184378372,2.55811151934025,2043.49134427099,0
"Cre01.g012400.t1.2.v5.5",0,0,3.55244051757723,15.9755971183195,0,0,0,197.86415768011
"Cre01.g012450.t1.1.v5.5",259.488340503885,148.896663143152,93.917646183448,181.681663146603,41.3708734697279,123.642056768112,20.3332472066765,197.86415768011
"Cre01.g012500.t1.2.v5.5",0,68.8152267287368,184.06082431697,115.252522067876,223.022294911522,401.623508536419,0,0
"Cre01.g012550.t1.1.v5.5",1.02971563692018,0,0.222027532348577,0.163016297125709,0.47552728126124,2.55811151934025,71.1663652233678,11.63906809883
"Cre01.g012600.t1.1.v5.5",0,0,0.222027532348577,3.91239113101702,0,0,0,11.63906809883
"Cre01.g012650.t1.1.v5.5",7.20800945844126,0.608984307333954,0.222027532348577,0.407540742814272,0,3.41081535912033,0,0
"Cre01.g012700.t1.2.v5.5",0,0,0,1.46714667413138,0,0.852703839780082,0,0
"Cre01.g012750.t1.1.v5.5",6.17829382152108,9.74374891734326,0,0.652065188502836,9.5105456252248,3.41081535912033,0,0
"Cre01.g012800.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g012800.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g012850.t1.2.v5.5",1.02971563692018,0,5.99474337341157,0.896589634191399,0,0.852703839780082,0,104.75161288947
"Cre01.g012900.t1.1.v5.5",6.17829382152108,0.304492153666977,33.9702124493323,12.7967793243682,6.65738193765736,0,10.1666236033383,0
"Cre01.g012950.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g012950.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g013000.t1.1.v5.5",2.05943127384036,54.1996033527219,17.5401750555376,15.3235319298166,6.18185465639612,0.852703839780082,0,0
"Cre01.g013050.t1.1.v5.5",5.1485781846009,65.4658130384,6.21677090576015,11.9001896901768,0,0,0,0
"Cre01.g013100.t1.1.v5.5",0,0.304492153666977,0,0.326032594251418,5.70632737513488,0,0,0
"Cre01.g013150.t1.2.v5.5",0,0,34.636295046378,18.5838578723308,0,0,0,0
"Cre01.g013200.t1.2.v5.5",157.546492448788,0,102.132664880345,193.581852836779,56.5877464700876,204.64892154722,20.3332472066765,0
"Cre01.g013250.t1.1.v5.5",186.378530282553,0,6.88285350280588,12.6337630272424,2.3776364063062,0,0,0
"Cre01.g013300.t1.1.v5.5",0,81.2994050290828,54.8408004900985,52.4912476744783,62.2940738452224,109.998795331631,60.9997416200295,0
"Cre01.g013350.t1.2.v5.5",2.05943127384036,89.8251853317582,99.9123895568596,79.4704448487831,98.4341472210767,105.73527613273,0,0
"Cre01.g013400.t1.1.v5.5",1.02971563692018,0,55.2848555547956,61.7016684620808,8.08396378144108,0,0,1734.22114672567
"Cre01.g013450.t1.2.v5.5",0,0,0,2.85278519969991,0,0,0,0
"Cre01.g013500.t1.2.v5.5",0,0,0,4.23842372526843,0,0,0,0
"Cre01.g013500.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g013550.t1.1.v5.5",197.705402288675,0,23.090863364252,9.29192893616541,52.7835282199976,0,10.1666236033383,0
"Cre01.g013600.t1.1.v5.5",7.20800945844126,82.2128814900838,75.4893609985161,110.606557599794,56.1122191888263,1.70540767956016,0,23.2781361976601
"Cre01.g013650.t1.1.v5.5",9.26744073228162,75.5140541094103,9.76921142333738,15.4050400783795,8.08396378144108,0,0,0
"Cre01.g013700.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre01.g013700.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g013750.t1.1.v5.5",0,0.304492153666977,15.0978721997032,13.2043200671824,12.8392365940535,119.378537569212,0,0
"Cre01.g013769.t1.2.v5.5",0,0,0,8.63986374766258,10.4616001877473,0,0,0
"Cre01.g013800.t1.1.v5.5",0,74.9050698020763,0.444055064697154,5.29802965658554,17.5945094066659,0,10.1666236033383,0
"Cre01.g013801.t1.2.v5.5",444.837155149518,0,20.6485605084176,7.25422522209405,9.03501834396356,0,0,0
"Cre01.g013850.t1.1.v5.5",1.02971563692018,69.4242110360707,0.222027532348577,7.25422522209405,0,33.2554497514232,0,0
"Cre01.g013900.t1.1.v5.5",0,0,0,0.407540742814272,0,0,0,0
"Cre01.g013900.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g014000.t1.2.v5.5",0,93.1745990220949,33.3041298522865,32.1142105337647,24.2518913443232,112.556906850971,0,0
"Cre01.g014050.t1.2.v5.5",160.635639359548,0.608984307333954,70.1607002221503,96.9946967897968,59.440910157655,0.852703839780082,0,58.1953404941501
"Cre01.g014100.t1.2.v5.5",54.5749287567695,0.304492153666977,7.77096363220019,3.34183409107703,0,0,0,11.63906809883
"Cre01.g014150.t1.2.v5.5",167.843648817989,0,33.5261573846351,22.414740854785,31.3848005632418,123.642056768112,10.1666236033383,0
"Cre01.g014200.t1.2.v5.5",6.17829382152108,0,0.66608259704573,1.63016297125709,0,0,0,0
"Cre01.g014250.t1.1.v5.5",0,113.880065471449,44.8495615344125,71.5641544381862,19.0210912504496,1.70540767956016,0,11.63906809883
"Cre01.g014300.t1.1.v5.5",0,0,0,0.163016297125709,0,0,0,0
"Cre01.g014300.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g014350.t1.2.v5.5",128.714454615023,73.9915933410754,12.8775968762175,11.9816978387396,12.8392365940535,0,10.1666236033383,0
"Cre01.g014400.t1.1.v5.5",0,0,15.9859823290975,11.0851082045482,19.4966185317108,0,0,0
"Cre01.g014450.t1.1.v5.5",187.408245919473,77.0365148777452,22.8688358319034,25.2675260544849,15.6924002816209,109.998795331631,10.1666236033383,0
"Cre01.g014500.t1.1.v5.5",0,1.21796861466791,29.5296618023607,45.8075794923242,33.2869096882868,0,0,0
"Cre01.g014600.t1.2.v5.5",1.02971563692018,0,4.88460571166869,16.0571052668823,0,0,0,0
"Cre01.g014650.t1.2.v5.5",165.784217544149,0,31.0838545288008,32.3587349794532,7.60843650017984,0,0,11.63906809883
"Cre01.g014700.t1.2.v5.5",3.08914691076054,0.913476461000931,157.417520435141,247.540247185389,120.783929440355,132.169095165913,0,11.63906809883
"Cre01.g014751.t1.1.v5.5",2.05943127384036,0,0,0,0,0,0,0
"Cre01.g014800.t1.1.v5.5",1.02971563692018,0,12.2115142791717,29.1799171855019,16.6434548441434,0,0,0
"Cre01.g014850.t1.2.v5.5",361.430188558983,71.5556561117396,27.0873589465264,28.6093601455619,72.2801467517085,2.55811151934025,0,0
"Cre01.g014900.t1.1.v5.5",0,0,24.2010010259949,28.0388031056219,25.2029459068457,0.852703839780082,0,0
"Cre01.g014950.t1.1.v5.5",0,0,0,4.56445631951985,0,0,0,0
"Cre01.g014950.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g015000.t1.2.v5.5",194.616255377914,0,13.7657070056118,11.0036000559854,10.9371274690085,81.0068647791078,0,0
"Cre01.g015050.t1.1.v5.5",4.11886254768072,393.403862537734,35.0803501110751,26.0010993915506,22.3497822192783,0,0,0
"Cre01.g015100.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g015103.t1.2.v5.5",384.083932571227,3.34941369033675,41.963203613881,30.4025394139447,0.95105456252248,457.901961961904,1230.16145600393,23.2781361976601
"Cre01.g015150.t1.2.v5.5",180.200236461031,56.3310484283907,26.4212763494806,11.4926489473625,13.3147638753147,79.3014570995476,0,0
"Cre01.g015200.t1.1.v5.5",0,106.572253783442,4.21852311462296,2.11921186263422,0.47552728126124,4.26351919890041,0,0
"Cre01.g015250.t1.1.v5.5",320.241563082176,0,12.2115142791717,22.7407734490364,25.2029459068457,0.852703839780082,0,0
"Cre01.g015300.t1.1.v5.5",205.943127384036,0,11.3234041497774,4.97199706233412,0,0,0,0
"Cre01.g015350.t1.1.v5.5",1.02971563692018,55.7220641210568,228.244303254337,325.869577954292,161.679275628822,2.55811151934025,0,11.63906809883
"Cre01.g015400.t1.2.v5.5",2.05943127384036,4.26289015133768,33.3041298522865,87.7027678536314,16.6434548441434,94.6501262155891,0,290.976702470751
"Cre01.g015451.t1.1.v5.5",0,0.304492153666977,0,0.326032594251418,0.47552728126124,0,0,0
"Cre01.g015500.t1.2.v5.5",1.02971563692018,77.9499913387461,64.3879843810873,79.7149692944717,201.148039973504,103.17716461339,20.3332472066765,0
"Cre01.g015550.t1.1.v5.5",0,0,32.6380472552408,9.29192893616541,0,0,0,11.63906809883
"Cre01.g015600.t1.1.v5.5",146.219620442666,74.2960854947424,93.0295360540537,114.600456879373,45.1750917198178,1.70540767956016,0,58.1953404941501
"Cre01.g015650.t1.2.v5.5",0,0,0,11.1666163531111,0,0,0,0
"Cre01.g015700.t1.2.v5.5",0,0,0,4.40144002239414,0,0,0,0
"Cre01.g015750.t1.2.v5.5",0,0,27.3093864788749,26.5716564314906,20.4476730942333,0.852703839780082,0,0
"Cre01.g015850.t1.1.v5.5",0,174.778496204845,0,24.7784771631078,40.8953461884666,0.852703839780082,0,0
"Cre01.g015950.t1.2.v5.5",7.20800945844126,44.7603465890456,37.3006254345609,43.9328920753786,33.762436969548,226.819221381502,0,11.63906809883
"Cre01.g016001.t1.1.v5.5",8.23772509536144,0,1.77622025878861,5.5425541022741,0.47552728126124,0,0,0
"Cre01.g016050.t1.2.v5.5",316.122700534495,171.429082514508,190.499622755079,282.914783661668,99.8607290648604,377.747801022576,10.1666236033383,186.22508958128
"Cre01.g016100.t1.1.v5.5",0,0,0,1.54865482269424,0,0,0,0
"Cre01.g016150.t1.2.v5.5",0,15.8335919906828,25.7551937524349,20.2140208435879,29.9582187194581,0.852703839780082,0,0
"Cre01.g016200.t1.1.v5.5",0,0.913476461000931,20.4265329760691,33.6628653564589,40.4198189072054,10.232446077361,0,0
"Cre01.g016250.t1.1.v5.5",0,0,0,0.326032594251418,0,0,0,0
"Cre01.g016300.t1.1.v5.5",1.02971563692018,0,111.901876303683,116.149111702068,256.309204599808,98.0609415747095,10.1666236033383,0
"Cre01.g016350.t1.1.v5.5",0,0.304492153666977,13.7657070056118,4.07540742814272,19.9721458129721,0,0,0
"Cre01.g016400.t1.1.v5.5",0,75.5140541094103,7.54893609985161,8.06930670772259,0,0,0,0
"Cre01.g016450.t1.1.v5.5",0,2.13144507566884,0,3.17881779395133,8.55949106270232,105.73527613273,0,0
"Cre01.g016500.t1.1.v5.5",291.409525248411,161.685333597165,31.5279095934979,45.1555143038214,149.315566316029,88.6811993371286,10.1666236033383,0
"Cre01.g016514.t1.1.v5.5",38.0994785660467,96.5240127124317,28.863579205315,16.8721867525109,35.664546094593,21.3175959945021,71.1663652233678,0
"Cre01.g016528.t1.1.v5.5",0,111.748620395781,20.8705880407662,19.1544149122708,9.03501834396356,0,0,0
"Cre01.g016542.t1.1.v5.5",0,0,0,0.326032594251418,0,0,0,0
"Cre01.g016542.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g016556.t1.1.v5.5",174.02194263951,0,46.8478093255497,37.8197809331645,34.2379642508093,0,0,0
"Cre01.g016570.t1.1.v5.5",1.02971563692018,91.0431539464261,13.7657070056118,22.2517245576593,13.3147638753147,0,0,0
"Cre01.g016600.t1.2.v5.5",4.11886254768072,0,0,0.244524445688563,0,5.11622303868049,0,0
"Cre01.g016651.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g016700.t1.1.v5.5",0,0,15.0978721997032,26.6531645800534,19.0210912504496,92.0920146962489,0,0
"Cre01.g016750.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre01.g016800.t1.1.v5.5",0,66.074797345734,1.33216519409146,5.29802965658554,0,0,0,0
"Cre01.g016850.t1.2.v5.5",0,0,75.7113885308647,95.4460419671026,82.2662196581945,0,0,0
"Cre01.g016900.t1.2.v5.5",0,49.6322210477172,46.6257817932011,53.5508536057954,301.008769038365,138.990725884153,10.1666236033383,11.63906809883
"Cre01.g016950.t1.2.v5.5",466.461183524841,0,52.3984976342641,56.4036388054953,48.9793099699077,2.55811151934025,0,0
"Cre01.g017050.t1.2.v5.5",195.645971014834,0,45.9596991961554,27.1422134714305,0,0,0,0
"Cre01.g017100.t1.1.v5.5",8.23772509536144,0,12.2115142791717,11.737173393051,14.7413457190984,28.1392267127427,0,0
"Cre01.g017150.t1.1.v5.5",0,7.30781168800745,15.763954796749,13.2858282157453,0.47552728126124,0.852703839780082,0,0
"Cre01.g017200.t1.2.v5.5",0,33.4941369033675,32.1939921905436,22.0887082605336,26.1540004693682,0,0,0
"Cre01.g017250.t1.2.v5.5",1.02971563692018,0,0,6.2761274393398,7.60843650017984,0,1026.82898393716,0
"Cre01.g017300.t1.2.v5.5",0,138.239437764808,257.995992589046,260.826075401134,146.462402628462,113.409610690751,20.3332472066765,46.5562723953201
"Cre01.g017350.t1.1.v5.5",0,0,0,1.22262222844282,0,0,0,0
"Cre01.g017400.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g017400.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g017450.t1.1.v5.5",302.736397254533,39.888472130374,4.44055064697154,10.107010421794,19.9721458129721,2.55811151934025,0,11.63906809883
"Cre01.g017500.t1.2.v5.5",0,23.4458958323572,72.380975545636,63.1688151362122,98.9096745023379,0,0,11.63906809883
"Cre01.g017550.t1.1.v5.5",0,0.304492153666977,0,0.163016297125709,0.47552728126124,0,0,0
"Cre01.g017600.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g017600.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g017650.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre01.g017650.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g017701.t1.1.v5.5",0,0,0,0.407540742814272,0,0,0,0
"Cre01.g017750.t1.1.v5.5",0,0,7.10488103515446,0.73357333706569,9.5105456252248,0,0,11.63906809883
"Cre01.g017750.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g017850.t1.2.v5.5",0,46.5872995110475,15.763954796749,35.4560446248417,62.7696011264837,0,0,0
"Cre01.g017900.t1.1.v5.5",0,0,0,0.978097782754254,0,0,0,0
"Cre01.g017951.t1.1.v5.5",1.02971563692018,0,0,1.54865482269424,0,0,0,0
"Cre01.g018000.t1.1.v5.5",0,69.1197188824038,11.545431682126,3.09730964538847,0,0,0,0
"Cre01.g018050.t1.2.v5.5",0,98.6554577881005,64.8320394457844,37.0046994475359,32.3358551257643,103.17716461339,0,11.63906809883
"Cre01.g018075.t1.1.v5.5",0,92.261122561094,5.55068830871442,6.4391437364655,0,0,0,0
"Cre01.g018100.t1.2.v5.5",0,0,22.8688358319034,19.4804475065222,2.3776364063062,0,0,0
"Cre01.g018150.t1.2.v5.5",3.08914691076054,0,17.5401750555376,11.4111407987996,0,0.852703839780082,0,0
"Cre01.g018184.t1.2.v5.5",0,0,0,1.38563852556853,0,0,0,0
"Cre01.g018200.t1.1.v5.5",0,87.0847559487554,69.4946176251045,54.8549839828011,54.6856373450426,4.26351919890041,0,2595.5121860391
"Cre01.g018350.t1.2.v5.5",0,151.941584679821,58.8372960723729,66.3476329301636,6.65738193765736,0,0,0
"Cre01.g018400.t1.1.v5.5",0,0.304492153666977,102.132664880345,52.7357721201668,28.0561095944132,0,1402.99405726068,0
"Cre01.g018450.t1.1.v5.5",0,0,10.4352940203831,16.0571052668823,0,0,0,0
"Cre01.g018500.t1.1.v5.5",1.02971563692018,0.304492153666977,5.772715841063,12.878287472931,25.678473188107,0,0,0
"Cre01.g018550.t1.1.v5.5",3.08914691076054,0,15.5419272644004,7.90629041059688,1.42658184378372,0.852703839780082,0,93.1125447906402
"Cre01.g018600.t1.2.v5.5",6.17829382152108,87.6937402560894,108.793490850803,261.967189481014,63.2451284077449,109.998795331631,0,11.63906809883
"Cre01.g018650.t1.1.v5.5",0,70.0331953434047,16.6520649261433,40.1020090929244,38.0421825008992,0,10.1666236033383,0
"Cre01.g018700.t1.1.v5.5",0,0,30.417771931755,23.7188712317907,22.8253095005395,39.2243766298838,0,0
"Cre01.g018750.t1.2.v5.5",0,0.608984307333954,10.8793490850803,14.589958592751,58.9653828763937,0.852703839780082,0,0
"Cre01.g018800.t1.2.v5.5",639.453410527432,67.2927659604019,192.497870546216,111.177114639734,128.867893221796,0,0,0
"Cre01.g018850.t1.2.v5.5",0,0,14.8758446673546,13.3673363643081,8.08396378144108,0,0,0
"Cre01.g018900.t1.2.v5.5",109.149857513539,2.13144507566884,43.0733412756239,44.7479735610071,213.511749286297,0,0,0
"Cre01.g018950.t1.2.v5.5",1.02971563692018,0,54.6187729577499,26.897689025742,0.47552728126124,0,0,0
"Cre01.g019000.t1.2.v5.5",0,0,33.5261573846351,8.47684745053687,0,0,0,0
"Cre01.g019051.t1.1.v5.5",0,0.304492153666977,9.32515635864023,4.15691557670558,0,0,0,0
"Cre01.g019100.t1.2.v5.5",0,0,0,1.46714667413138,0,2.55811151934025,0,0
"Cre01.g019150.t1.2.v5.5",150.338482990346,0,18.872340249629,13.6118608099967,0,0,0,3049.43584189347
"Cre01.g019200.t1.1.v5.5",0,35.3210898253693,13.9877345379603,15.8940889697566,3.32869096882868,0.852703839780082,0,23.2781361976601
"Cre01.g019250.t1.2.v5.5",449.985733334119,132.454086845135,222.249559880925,212.16571070911,121.734984002877,152.633987320635,10.1666236033383,0
"Cre01.g019300.t1.1.v5.5",2.05943127384036,0.304492153666977,9.10312882629165,12.7967793243682,4.7552728126124,4.26351919890041,20.3332472066765,93.1125447906402
"Cre01.g019400.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre01.g019450.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g019450.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g019500.t1.2.v5.5",1.02971563692018,0,11.7674592144746,14.4269422956252,7.1329092189186,0,0,11.63906809883
"Cre01.g019550.t1.2.v5.5",6.17829382152108,0,0.444055064697154,0.244524445688563,19.9721458129721,0.852703839780082,0,0
"Cre01.g019600.t1.2.v5.5",12.3565876430422,1.52246076833488,17.0961199908404,38.8793868644816,47.0772008448628,0.852703839780082,0,0
"Cre01.g019650.t1.1.v5.5",50.4560662090888,98.3509656344335,27.3093864788749,28.4463438484362,8.08396378144108,1.70540767956016,0,0
"Cre01.g019700.t1.2.v5.5",179.170520824111,0.304492153666977,9.99123895568596,7.41724151921976,0,2.55811151934025,0,174.58602148245
"Cre01.g019750.t1.1.v5.5",1.02971563692018,0,70.826782819196,41.2431231728044,58.0143283138713,335.112609033572,0,0
"Cre01.g019850.t1.1.v5.5",17.5051658276431,0.304492153666977,73.2690856750303,38.9608950130444,27.1050550318907,1.70540767956016,0,0
"Cre01.g019900.t1.2.v5.5",0,0,0,10.1885185703568,8.08396378144108,0,0,0
"Cre01.g019950.t1.2.v5.5",0,0,4.21852311462296,47.600758760707,43.2729825947728,101.47175693383,0,0
